Sentence #,Word,POS,NER_Tag,RefExp_Tag
,like,SCONJ,O,O
,most,ADJ,O,O
,of,ADP,O,O
,the,DET,O,O
,two,NUM,O,O
,month,NOUN,B-month,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,are,AUX,O,O
,from,ADP,O,O
,midnight,NOUN,B-interval,O
,and,NOUN,I-interval,O
,6,NOUN,I-interval,O
,am,NOUN,I-interval,O
,,PUNCT,O,O
,6,NUM,O,O
,at,ADP,O,O
,6,NUM,O,O
,:,SYM,O,O
,00,NUM,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,then,ADV,O,O
,,PUNCT,O,O
,for,ADP,O,O
,example,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,,PUNCT,O,O
,one,NUM,O,O
,more,ADJ,O,O
,day,NOUN,B-day,O
,to,PART,O,O
,match,VERB,O,O
,the,DET,O,O
,times,NOUN,B-time,O
,of,NOUN,I-time,O
,the,NOUN,I-time,O
,day,NOUN,I-time,O
,.,PUNCT,O,O
Sentence: 5114,so,CCONJ,O,O
,he,PRON,O,O
,is,AUX,O,O
,on,ADP,O,O
,friday,PROPN,B-day,O
,,PUNCT,O,O
,and,CCONJ,O,O
,then,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,tuesday,PROPN,B-day,O
,on,ADP,O,O
,thursday,PROPN,B-day,O
,and,CCONJ,O,O
,saturday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 5115,for,ADP,O,O
,the,DET,O,O
,concealed,PROPN,B-crime,O
,carry,PROPN,I-crime,O
,license,PROPN,I-crime,O
,violation,PROPN,I-crime,O
,of,ADP,O,O
,public,PROPN,B-crime,O
,indecency,PROPN,I-crime,O
,for,ADP,O,O
,the,DET,O,O
,criminal,NOUN,B-crime,O
,battery,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 5116,a,DET,O,O
,little,ADJ,O,O
,more,ADJ,O,O
,in,ADP,O,O
,summer,NOUN,B-season,O
,of,ADP,O,O
,a,DET,O,O
,younger,ADJ,O,O
,public,NOUN,B-location,O
,service,NOUN,I-location,O
,vehicle,NOUN,I-location,O
,like,SCONJ,O,O
,a,DET,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
