Sentence #,Word,POS,NER_Tag,RefExp_Tag
,with,PROPN,I-crime,O
,public,PROPN,I-crime,O
,officer,PROPN,I-crime,O
,that,DET,O,O
,is,AUX,O,O
,funny,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2232,not,PART,O,O
,nearly,ADV,O,O
,as,ADV,O,O
,many,ADJ,O,O
,criminal,NOUN,B-crime,O
,act,NOUN,I-crime,O
,as,SCONJ,O,O
,trespass,NOUN,B-crime,O
,,PUNCT,O,O
,but,CCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,be,AUX,O,O
,happy,ADJ,O,O
,for,ADP,O,O
,that,DET,O,O
,.,PUNCT,O,O
Sentence: 2233,you,PRON,O,O
,can,VERB,O,O
,all,ADV,O,O
,get,AUX,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,gambling,NOUN,B-crime,O
,of,ADP,O,O
,resisting,ADJ,B-crime,O
,arrest,ADJ,I-crime,O
,,PUNCT,O,O
,if,SCONJ,O,O
,you,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,save,VERB,O,O
,space,NOUN,O,O
,or,CCONJ,O,O
,not,PART,O,O
,.,PUNCT,O,O
Sentence: 2234,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,care,VERB,O,O
,about,ADP,O,O
,homicide,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 2235,driving,PROPN,B-crime,O
,under,PROPN,I-crime,O
,the,PROPN,I-crime,O
,influence,PROPN,I-crime,O
,only,ADV,O,O
,.,PUNCT,O,O
Sentence: 2236,we,PRON,O,O
,can,VERB,O,O
,look,VERB,O,O
,at,ADP,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,of,ADP,O,O
,the,DET,O,O
,day,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2237,another,DET,O,O
,line,PROPN,B-visualization,O
,graph,PROPN,I-visualization,O
,of,ADP,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,?,PUNCT,O,O
Sentence: 2238,and,CCONJ,O,O
,one,NUM,O,O
,of,ADP,O,O
,the,DET,O,O
,best,ADJ,O,O
,time,NOUN,B-time,O
,?,PUNCT,O,O
Sentence: 2239,does,AUX,O,O
,it,PRON,O,O
,make,VERB,O,O
,sense,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2240,i,PRON,O,O
,only,ADV,O,O
,have,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,requests,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2241,when,ADV,O,O
,you,PRON,O,O
,are,AUX,O,O
,done,VERB,O,O
,,PUNCT,O,O
,you,PRON,O,O
,can,VERB,O,O
,bring,VERB,O,O
,the,DET,O,O
,assault,NOUN,B-crime,O
,to,ADP,O,O
,the,DET,O,O
,gambling,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 2242,is,AUX,O,O
,it,PRON,O,O
,a,DET,O,O
,working,NOUN,O,O
,criminal,NOUN,B-crime,O
,act,NOUN,I-crime,O
,for,ADP,O,O
,year,NOUN,B-year,O
,of,ADP,O,O
,criminal,PROPN,B-crime,O
,damage,PROPN,I-crime,O
,only,ADV,O,O
,?,PUNCT,O,O
Sentence: 2243,oh,INTJ,O,O
,,PUNCT,O,O
,it,PRON,O,O
,is,AUX,O,O
,nice,ADJ,O,O
,to,PART,O,O
,know,VERB,O,O
,.,PUNCT,O,O
Sentence: 2244,can,VERB,O,O
,i,PRON,O,O
,get,AUX,O,O
,those,DET,O,O
,maps,NOUN,O,O
,but,CCONJ,O,O
,driving,NOUN,B-crime,O
,under,NOUN,I-crime,O
,the,NOUN,I-crime,O
,influence,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2245,do,AUX,O,O
,you,PRON,O,O
,have,AUX,O,O
,any,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,alcohol,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2246,how,ADV,O,O
,about,ADP,O,O
,alcohol,NOUN,B-unk,O
,use,NOUN,I-unk,O
,and,CCONJ,O,O
,criminal,PROPN,B-crime,O
,damage,PROPN,I-crime,O
,can,VERB,O,O
,i,PRON,O,O
,get,AUX,O,O
,the,DET,O,O
,map,NOUN,O,O
,to,PART,O,O
,get,AUX,O,O
,a,DET,O,O
,map,NOUN,O,O
,of,ADP,O,O
,drug,NOUN,B-unk,O
,use,NOUN,I-unk,O
,?,PUNCT,O,O
Sentence: 2247,and,CCONJ,O,O
,similarities,NOUN,O,O
,,PUNCT,O,O
,heroin,NOUN,B-unk,O
,use,NOUN,I-unk,O
,for,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,?,PUNCT,O,O
Sentence: 2248,sunday,PROPN,B-day,O
,and,CCONJ,O,O
,saturday,PROPN,B-day,O
,are,AUX,O,O
,not,PART,O,O
,what,PRON,O,O
,that,DET,O,O
,could,VERB,O,O
,be,AUX,O,O
,.,PUNCT,O,O
Sentence: 2249,do,AUX,O,O
,we,PRON,O,O
,know,VERB,O,O
,what,PRON,O,O
,types,NOUN,O,O
,of,ADP,O,O
,drugs,NOUN,O,O
,?,PUNCT,O,O
,do,AUX,O,O
,we,PRON,O,O
,have,AUX,O,O
,any,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,what,PRON,O,O
,kind,NOUN,O,O
,of,ADP,O,O
,deceptive,PROPN,B-crime,O
,practice,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 2250,because,SCONJ,O,O
,you,PRON,O,O
,know,VERB,O,O
,such,ADJ,O,O
,ecstasy,NOUN,O,O
,,PUNCT,O,O
,because,SCONJ,O,O
,because,SCONJ,O,O
,you,PRON,O,O
,have,AUX,O,O
,to,PART,O,O
,kill,VERB,O,O
,yourself,PRON,O,O
,on,ADP,O,O
,friday,PROPN,B-day,O
,,PUNCT,O,O
,you,PRON,O,O
,are,AUX,O,O
,probably,ADV,O,O
,running,VERB,O,O
,around,ADP,O,O
,friday,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,because,SCONJ,O,O
,of,ADP,O,O
,the,DET,O,O
,ha,X,O,O
,is,AUX,O,O
,always,ADV,O,O
,beaten,VERB,O,O
,by,ADP,O,O
,the,DET,O,O
,landlord,NOUN,O,O
,that,SCONJ,O,O
,you,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,drink,VERB,O,O
,that,DET,O,O
,on,ADP,O,O
,friday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2251,liquor,NOUN,B-crime,O
,law,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,per,ADP,O,O
,day,NOUN,B-day,O
,.,PUNCT,O,O
Sentence: 2252,to,PART,O,O
,go,VERB,O,O
,back,ADV,O,O
,to,ADP,O,O
,the,DET,O,O
,resisting,ADJ,B-crime,O
,arrest,ADJ,I-crime,O
,of,ADP,O,O
,a,DET,O,O
,liquor,NOUN,B-crime,O
,law,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,can,VERB,O,O
,we,PRON,O,O
,look,VERB,O,O
,at,ADP,O,O
,us,PRON,O,O
,like,SCONJ,O,O
,a,DET,O,O
,year,NOUN,B-year,O
,of,ADP,O,O
,sunday,PROPN,B-day,O
,and,CCONJ,O,O
,saturday,PROPN,B-day,O
,over,ADP,O,O
,all,DET,O,O
,years,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2253,can,VERB,O,O
,i,PRON,O,O
,get,AUX,O,O
,this,DET,O,O
,day,NOUN,B-day,O
,chart,NOUN,I-day,O
,for,ADP,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,please,INTJ,O,O
,?,PUNCT,O,O
Sentence: 2254,only,ADV,O,O
,a,DET,O,O
,illegal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,of,ADP,O,O
,the,DET,O,O
,law,NOUN,B-crime,O
,breaking,NOUN,I-crime,O
,is,AUX,O,O
,just,ADV,O,O
,a,DET,O,O
,series,NOUN,B-crime,O
,of,NOUN,I-crime,O
,crimes,NOUN,I-crime,O
,on,ADP,O,O
,saturday,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2255,can,VERB,O,O
,you,PRON,O,O
,come,VERB,O,O
,sunday,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,NOUN,B-day,O
,chart,NOUN,I-day,O
,so,ADV,O,O
,just,ADV,O,O
,like,SCONJ,O,O
,two,NUM,O,O
,rows,NOUN,O,O
,of,ADP,O,O
,bar,PROPN,B-visualization,O
,chart,PROPN,I-visualization,O
,on,ADP,O,O
,sunday,PROPN,B-day,O
,just,ADV,O,O
,only,ADV,O,O
,monday,PROPN,B-day,O
,only,ADV,O,O
,?,PUNCT,O,O
Sentence: 2256,can,VERB,O,O
,we,PRON,O,O
,just,ADV,O,O
,focus,VERB,O,O
,on,ADP,O,O
,june,PROPN,B-month,O
,july,PROPN,I-month,O
,and,CCONJ,O,O
,august,PROPN,B-month,O
,in,ADP,O,O
,the,DET,O,O
,beginning,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,sexual,NOUN,B-crime,O
,assault,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2257,actually,ADV,O,O
,,PUNCT,O,O
,i,PRON,O,O
,will,VERB,O,O
,add,VERB,O,O
,saturday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2258,you,PRON,O,O
,can,VERB,O,O
,separate,VERB,O,O
,their,DET,O,O
,separate,ADJ,O,O
,cards,NOUN,O,O
,with,ADP,O,O
,saturdays,NOUN,B-day,O
,.,PUNCT,O,O
Sentence: 2259,do,AUX,O,O
,we,PRON,O,O
,have,AUX,O,O
,any,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,the,DET,O,O
,status,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,economic,ADJ,O,O
,situation,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2260,how,ADV,O,O
,about,ADP,O,O
,the,DET,O,O
,information,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2261,so,ADV,O,O
,this,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,good,ADJ,O,O
,chart,NOUN,O,O
,showing,VERB,O,O
,two,NUM,O,O
,lines,NOUN,O,O
,for,ADP,O,O
,sunday,PROPN,B-day,O
,saturday,PROPN,B-day,O
,only,ADV,O,O
,for,ADP,O,O
,saturday,PROPN,B-day,O
,of,ADP,O,O
,the,DET,O,O
,month,NOUN,O,O
,following,VERB,O,O
,a,DET,O,O
,day,NOUN,B-day,O
,when,ADV,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,sign,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,kidnapping,NOUN,B-crime,O
,on,ADP,O,O
,the,DET,O,O
,left,NOUN,O,O
,to,ADP,O,O
,2014,NUM,B-year,O
,.,PUNCT,O,O
Sentence: 2262,sunday,PROPN,B-day,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,the,DET,O,O
,most,ADV,O,O
,popular,ADJ,O,O
,month,NOUN,B-month,O
,of,ADP,O,O
,beating,VERB,O,O
,people,NOUN,O,O
,up,ADP,O,O
,on,ADP,O,O
,saturday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2263,it,PRON,O,O
,is,AUX,O,O
,just,ADV,O,O
,getting,VERB,O,O
,worse,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2264,can,VERB,O,O
,we,PRON,O,O
,do,AUX,O,O
,a,DET,O,O
,drug,NOUN,B-location,O
,store,NOUN,I-location,O
,like,SCONJ,O,O
,a,DET,O,O
,tv,NOUN,B-unk,O
,map,NOUN,I-unk,O
,of,ADP,O,O
,sunday,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,on,ADP,O,O
,stalking,VERB,O,O
,?,PUNCT,O,O
Sentence: 2265,and,CCONJ,O,O
,then,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,just,ADV,O,O
,a,DET,O,O
,chart,NOUN,O,O
,of,ADP,O,O
,june,PROPN,B-month,O
,july,PROPN,I-month,O
,and,CCONJ,O,O
,august,PROPN,B-month,O
,showing,VERB,O,O
,over,ADP,O,O
,sunday,PROPN,B-day,O
,,PUNCT,O,O
,and,CCONJ,O,O
,on,ADP,O,O
,sunday,PROPN,B-day,O
,,PUNCT,O,O
,it,PRON,O,O
,is,AUX,O,O
,only,ADV,O,O
,for,ADP,O,O
,sunday,PROPN,B-day,O
,,PUNCT,O,O
,and,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,sunday,PROPN,B-day,O
,and,CCONJ,O,O
,they,PRON,O,O
,only,ADV,O,O
,have,AUX,O,O
,another,DET,O,O
,chart,NOUN,O,O
,to,ADP,O,O
,saturday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2266,okay,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,only,ADV,O,O
,guess,VERB,O,O
,a,DET,O,O
,thermal,ADJ,O,O
,map,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,rarity,NOUN,O,O
,showing,VERB,O,O
,them,PRON,O,O
,about,ADP,O,O
,the,DET,O,O
,trespass,NOUN,B-crime,O
,-,PUNCT,O,O
,throwing,VERB,O,O
,robbery,NOUN,B-crime,O
,on,ADP,O,O
,saturday,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,it,PRON,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,bunch,NOUN,O,O
,of,ADP,O,O
,UUNNKK,PROPN,O,O
,,PUNCT,O,O
,which,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,package,NOUN,O,O
,of,ADP,O,O
,public,NOUN,B-crime,O
,indecency,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 2267,so,CCONJ,O,O
,can,VERB,O,O
,we,PRON,O,O
,focus,VERB,O,O
,on,ADP,O,O
,the,DET,O,O
,hot,ADJ,O,O
,gas,NOUN,B-location,O
,station,NOUN,I-location,O
,for,ADP,O,O
,each,DET,O,O
,of,ADP,O,O
,the,DET,O,O
,topological,PROPN,B-neighborhood,O
,neighbourhood,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 2268,so,ADV,O,O
,what,PRON,O,O
,were,AUX,O,O
,you,PRON,O,O
,doing,VERB,O,O
,before,ADP,O,O
,you,PRON,O,O
,got,VERB,O,O
,a,DET,O,O
,cluster,NOUN,O,O
,of,ADP,O,O
,them,PRON,O,O
,?,PUNCT,O,O
Sentence: 2269,so,ADV,O,O
,what,PRON,O,O
,are,AUX,O,O
,the,PROPN,B-unk,O
,Loop,PROPN,I-unk,O
,the,DET,O,O
,circuit,NOUN,O,O
,around,ADP,O,O
,us,PRON,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,all,DET,O,O
,the,DET,O,O
,locality,NOUN,B-location,O
,we,PRON,O,O
,are,AUX,O,O
,analyzing,VERB,O,O
,is,AUX,O,O
,that,DET,O,O
,?,PUNCT,O,O
Sentence: 2270,in,ADP,O,O
,such,ADJ,O,O
,two,NUM,O,O
,gas,NOUN,B-location,O
,station,NOUN,I-location,O
,,PUNCT,O,O
,it,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,interesting,ADJ,O,O
,to,PART,O,O
,know,VERB,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,then,ADV,O,O
,there,PRON,O,O
,are,AUX,O,O
,one,NUM,O,O
,trying,VERB,O,O
,to,PART,O,O
,think,VERB,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,off,ADP,O,O
,porch,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 2271,is,AUX,O,O
,there,PRON,O,O
,a,DET,O,O
,great,ADJ,O,O
,hot,NOUN,B-unk,O
,spot,NOUN,I-unk,O
,and,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,one,NUM,O,O
,particular,ADJ,O,O
,sidewalk,NOUN,B-location,O
,to,PART,O,O
,say,VERB,O,O
,,PUNCT,O,O
,sedgewick,PROPN,O,O
,?,PUNCT,O,O
Sentence: 2272,do,AUX,O,O
,these,DET,O,O
,maps,NOUN,O,O
,be,AUX,O,O
,nice,ADJ,O,O
,so,SCONJ,O,O
,that,SCONJ,O,O
,the,DET,O,O
,maps,NOUN,O,O
,are,AUX,O,O
,like,SCONJ,O,O
,for,ADP,O,O
,four,NUM,O,O
,month,NOUN,B-month,O
,?,PUNCT,O,O
Sentence: 2273,it,PRON,O,O
,is,AUX,O,O
,perfect,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2274,it,PRON,O,O
,is,AUX,O,O
,all,ADV,O,O
,about,ADV,O,O
,perfect,ADJ,O,O
,residence,NOUN,B-location,O
,garage,NOUN,I-location,O
,for,ADP,O,O
,four,NUM,O,O
,month,NOUN,B-month,O
,,PUNCT,O,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,only,ADJ,O,O
,theft,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 2275,from,ADP,O,O
,this,DET,O,O
,data,NOUN,O,O
,can,VERB,O,O
,we,PRON,O,O
,do,AUX,O,O
,how,ADV,O,O
,a,DET,O,O
,day,NOUN,B-day,O
,?,PUNCT,O,O
Sentence: 2276,but,CCONJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,would,VERB,O,O
,focus,VERB,O,O
,on,ADP,O,O
,a,DET,O,O
,certain,ADJ,O,O
,convenience,NOUN,B-location,O
,store,NOUN,I-location,O
,on,ADP,O,O
,saturdays,PROPN,B-day,O
,and,CCONJ,O,O
,sundays,NOUN,B-day,O
,.,PUNCT,O,O
Sentence: 2277,do,AUX,O,O
,you,PRON,O,O
,know,VERB,O,O
,what,PRON,O,O
,i,PRON,O,O
,want,VERB,O,O
,is,AUX,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,as,SCONJ,O,O
,time,NOUN,B-time,O
,sunday,PROPN,B-day,O
,,PUNCT,O,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,are,AUX,O,O
,these,DET,O,O
,boys,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2278,is,AUX,O,O
,not,PART,O,O
,that,DET,O,O
,in,ADP,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,garage,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 2279,so,SCONJ,O,O
,we,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,series,NOUN,O,O
,of,ADP,O,O
,lines,NOUN,O,O
,on,ADP,O,O
,day,NOUN,B-day,O
,for,ADP,O,O
,saturdays,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,of,ADP,O,O
,criminal,PROPN,B-crime,O
,damage,PROPN,I-crime,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,of,ADP,O,O
,robbery,ADP,B-crime,O
,over,ADP,I-crime,O
,the,ADP,I-crime,O
,months,ADP,I-crime,O
,.,PUNCT,O,O
Sentence: 2280,december,PROPN,B-month,O
,was,AUX,O,O
,popular,ADJ,O,O
,on,ADP,O,O
,sunday,PROPN,B-day,O
,.,PUNCT,O,O
Sentence: 2281,sunday,NOUN,B-day,O
,saturday,NOUN,I-day,O
,afternoon,NOUN,I-day,O
,sunday,PROPN,B-day,O
,saturday,PROPN,B-day,O
,?,PUNCT,O,O
Sentence: 2282,do,AUX,O,O
,your,DET,O,O
,thing,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2283,what,PRON,O,O
,do,AUX,O,O
,people,NOUN,O,O
,do,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,morning,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2284,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,understand,VERB,O,O
,.,PUNCT,O,O
Sentence: 2285,okay,INTJ,O,O
,,PUNCT,O,O
,for,ADP,O,O
,hours,NOUN,O,O
,of,ADP,O,O
,12,NUM,O,O
,3,NUM,B-time,O
,pm,NUM,I-time,O
,,PUNCT,O,O
,they,PRON,O,O
,showed,VERB,O,O
,the,DET,O,O
,non,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,available,ADJ,O,O
,to,ADP,O,O
,concealed,PROPN,B-crime,O
,carry,PROPN,I-crime,O
,license,PROPN,I-crime,O
,violation,PROPN,I-crime,O
,on,ADP,O,O
,saturdays,PROPN,B-day,O
,and,CCONJ,O,O
,sunday,PROPN,B-day,O
,2,NUM,O,O
,to,ADP,O,O
,3,NUM,B-time,O
,am,NUM,I-time,O
,of,ADP,O,O
,batteries,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 2286,i,PRON,O,O
,am,AUX,O,O
,assuming,VERB,O,O
,i,PRON,O,O
,would,VERB,O,O
,go,VERB,O,O
,to,ADP,O,O
,the,DET,O,O
,same,ADJ,O,O
,garage,NOUN,B-location,O
,as,SCONJ,O,O
,a,DET,O,O
,local,ADJ,O,O
,glad,ADJ,O,O
,long,ADJ,O,O
,before,ADP,O,O
,6,NUM,O,O
,a.m.,NOUN,O,O
,before,ADP,O,O
,i,PRON,O,O
,almost,ADV,O,O
,4,NUM,B-time,O
,am,NUM,I-time,O
,5,NUM,O,O
,.,PUNCT,O,O
Sentence: 2287,let,VERB,O,O
,us,PRON,O,O
,know,VERB,O,O
,i,PRON,O,O
,have,AUX,O,O
,already,ADV,O,O
,had,VERB,O,O
,a,DET,O,O
,criminal,NOUN,B-crime,O
,behaviour,NOUN,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,four,NUM,O,O
,month,NOUN,B-month,O
,.,PUNCT,O,O
Sentence: 2288,i,PRON,O,O
,know,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,somewhere,ADV,O,O
,in,ADV,O,O
,here,ADV,O,O
,somewhere,ADV,O,O
,,PUNCT,O,O
,i,PRON,O,O
,think,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,all,ADV,O,O
,right,ADJ,O,O
,?,PUNCT,O,O
Sentence: 2289,yeah,INTJ,O,O
,,PUNCT,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,sexual,NOUN,B-crime,O
,assault,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 2290,maybe,ADV,O,O
,just,ADV,O,O
,get,VERB,O,O
,a,DET,O,O
,little,ADJ,O,O
,higher,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2291,can,VERB,O,O
,we,PRON,O,O
,just,ADV,O,O
,look,VERB,O,O
,at,ADP,O,O
,sexual,NOUN,B-crime,O
,assault,NOUN,I-crime,O
,with,ADP,O,O
,the,DET,O,O
,deceptive,NOUN,B-crime,O
,practice,NOUN,I-crime,O
,injury,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2292,would,VERB,O,O
,it,PRON,O,O
,be,AUX,O,O
,like,SCONJ,O,O
,a,DET,O,O
,heat,NOUN,O,O
,plan,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2293,how,ADV,O,O
,long,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,want,VERB,O,O
,me,PRON,O,O
,to,PART,O,O
,do,AUX,O,O
,your,DET,O,O
,criminally,ADV,B-crime,O
,?,PUNCT,O,O
Sentence: 2294,then,ADV,O,O
,,PUNCT,O,O
,just,ADV,O,O
,as,ADV,O,O
,soon,ADV,O,O
,as,SCONJ,O,O
,we,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,map,NOUN,O,O
,,PUNCT,O,O
,we,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,same,ADJ,O,O
,thing,NOUN,O,O
,that,SCONJ,O,O
,two,NUM,O,O
,baddoing,VERB,O,O
,are,AUX,O,O
,.,PUNCT,O,O
Sentence: 2295,it,PRON,O,O
,is,AUX,O,O
,easy,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2296,where,ADV,O,O
,is,AUX,O,O
,taking,VERB,O,O
,off,ADP,O,O
,my,DET,O,O
,last,ADJ,O,O
,question,NOUN,O,O
,now,ADV,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,here,ADV,O,O
,is,AUX,O,O
,what,PRON,O,O
,going,VERB,O,O
,on,ADP,O,O
,with,ADP,O,O
,this,DET,O,O
,hot,PROPN,B-unk,O
,spot,PROPN,I-unk,O
,and,CCONJ,O,O
,this,DET,O,O
,hot,PROPN,B-unk,O
,spot,PROPN,I-unk,O
,just,ADV,O,O
,right,ADV,O,O
,in,ADP,O,O
,the,DET,O,O
,right,ADJ,O,O
,bus,NOUN,B-location,O
,station,NOUN,I-location,O
,of,ADP,O,O
,rounded,ADJ,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,like,SCONJ,O,O
,this,DET,O,O
,?,PUNCT,O,O
Sentence: 2297,is,AUX,O,O
,that,DET,O,O
,great,ADJ,O,O
,?,PUNCT,O,O
Sentence: 2298,is,AUX,O,O
,that,DET,O,O
,just,ADV,O,O
,a,DET,O,O
,hot,ADJ,O,O
,quarter,NOUN,B-neighborhood,O
,in,ADP,O,O
,question,NOUN,O,O
,when,ADV,O,O
,they,PRON,O,O
,focus,VERB,O,O
,on,ADP,O,O
,total,ADJ,O,O
,number,NOUN,O,O
,of,ADP,O,O
,resisting,ADJ,B-crime,O
,arrest,ADJ,I-crime,O
,and,CCONJ,O,O
,non,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,just,ADV,O,O
,in,ADP,O,O
,hot,PROPN,B-unk,O
,spots,PROPN,I-unk,O
,?,PUNCT,O,O
,can,VERB,O,O
,we,PRON,O,O
,do,AUX,O,O
,a,DET,O,O
,temporal,ADJ,O,O
,chart,NOUN,O,O
,of,ADP,O,O
,this,DET,O,O
,two,NUM,O,O
,sharp,ADJ,O,O
,spots,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2299,and,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,split,VERB,O,O
,the,DET,O,O
,chart,NOUN,O,O
,on,ADP,O,O
,a,DET,O,O
,stalking,NOUN,B-crime,O
,injury,NOUN,I-crime,O
,and,CCONJ,O,O
,then,ADV,O,O
,child,PROPN,B-crime,O
,endangerment,PROPN,I-crime,O
,?,PUNCT,O,O
